PT08.S1(CO),PT08.S2(NMHC),C6H6(GT),NOx(GT)
899.0,674.0,3.4,212.0
1008.0,861.0,7.1,331.0
1013.0,873.0,7.4,369.0
912.0,730.0,4.3,274.0
907.0,705.0,3.9,199.0
953.0,771.0,5.2,248.0
916.0,701.0,3.8,197.0
894.0,682.0,3.5,147.0
895.0,648.0,2.9,135.0
845.0,534.0,1.4,180.0
837.0,512.0,1.1,95.0
795.0,504.0,1.0,94.0
874.0,552.0,1.6,121.0
920.0,667.0,3.2,131.0
1257.0,1176.0,15.9,552.0
1222.0,1239.0,18.0,614.0
1196.0,1139.0,14.7,530.0
1214.0,1153.0,15.1,721.0
1149.0,1096.0,13.4,474.0
1166.0,1134.0,14.5,514.0
1170.0,1138.0,14.7,504.0
1176.0,1209.0,17.0,508.0
1147.0,1158.0,15.3,529.0
1294.0,1330.0,21.2,676.0
1683.0,1831.0,43.0,1216.0
1615.0,1712.0,37.2,1230.0
1256.0,1201.0,16.7,582.0
1205.0,1098.0,13.4,460.0
1087.0,926.0,8.7,340.0
1092.0,875.0,7.4,298.0
1039.0,845.0,6.7,300.0
1001.0,762.0,5.0,223.0
925.0,677.0,3.4,151.0
880.0,613.0,2.4,180.0
873.0,592.0,2.1,108.0
880.0,618.0,2.5,125.0
950.0,680.0,3.5,181.0
1039.0,855.0,6.9,341.0
1284.0,1204.0,16.8,552.0
1350.0,1305.0,20.3,839.0
1476.0,1428.0,25.0,1049.0
1342.0,1215.0,17.2,796.0
1488.0,1336.0,21.4,999.0
1557.0,1432.0,25.1,1022.0
1610.0,1502.0,28.0,1023.0
1583.0,1457.0,26.1,1065.0
1620.0,1420.0,24.7,1098.0
1605.0,1416.0,24.5,1099.0
1604.0,1496.0,27.7,939.0
1582.0,1455.0,26.0,875.0
1523.0,1342.0,21.7,745.0
1172.0,813.0,6.0,339.0
1021.0,670.0,3.3,135.0
1125.0,758.0,4.9,167.0
1197.0,840.0,6.6,232.0
1174.0,842.0,6.7,273.0
1106.0,733.0,4.4,165.0
873.0,549.0,1.5,180.0
828.0,506.0,1.1,75.0
830.0,492.0,0.9,53.0
840.0,515.0,1.2,72.0
909.0,622.0,2.5,130.0
1098.0,881.0,7.6,265.0
1036.0,868.0,7.3,314.0
912.0,692.0,3.7,194.0
873.0,618.0,2.5,180.0
889.0,634.0,2.7,181.0
965.0,742.0,4.6,193.0
1009.0,845.0,6.7,263.0
918.0,729.0,4.3,176.0
920.0,729.0,4.3,168.0
923.0,715.0,4.1,170.0
1021.0,883.0,7.6,234.0
998.0,858.0,7.0,256.0
1061.0,962.0,9.6,257.0
1016.0,892.0,7.8,317.0
859.0,611.0,2.4,135.0
945.0,707.0,3.9,159.0
937.0,715.0,4.1,186.0
876.0,618.0,2.5,102.0
831.0,530.0,1.3,75.0
828.0,514.0,1.2,180.0
810.0,470.0,0.7,41.0
822.0,493.0,0.9,50.0
898.0,646.0,2.9,189.0
909.0,636.0,2.7,182.0
1256.0,1130.0,14.4,636.0
1298.0,1217.0,17.2,704.0
1326.0,1223.0,17.4,854.0
1139.0,1031.0,11.5,652.0
1135.0,1047.0,11.9,529.0
1117.0,1071.0,12.6,438.0
1094.0,1128.0,14.3,438.0
982.0,990.0,10.3,378.0
1107.0,1134.0,14.5,482.0
1290.0,1349.0,21.9,709.0
1445.0,1516.0,28.5,796.0
1357.0,1330.0,21.2,605.0
1248.0,1179.0,16.0,472.0
1220.0,1085.0,13.0,411.0
1137.0,856.0,7.0,264.0
1102.0,829.0,6.4,217.0
1082.0,801.0,5.8,211.0
1053.0,795.0,5.6,179.0
1003.0,740.0,4.5,135.0
1019.0,744.0,4.6,180.0
1071.0,808.0,5.9,221.0
1118.0,841.0,6.6,284.0
1206.0,948.0,9.2,357.0
1256.0,1056.0,12.2,469.0
1501.0,1367.0,22.6,766.0
1578.0,1527.0,29.0,875.0
1427.0,1280.0,19.4,800.0
1440.0,1311.0,20.5,815.0
1522.0,1365.0,22.5,841.0
1517.0,1403.0,24.0,827.0
1300.0,1113.0,13.9,402.0
1401.0,1204.0,16.8,415.0
1551.0,1303.0,20.2,435.0
1411.0,1191.0,16.4,570.0
1434.0,1239.0,18.0,530.0
1489.0,1305.0,20.3,617.0
1835.0,1731.0,38.1,983.0
1804.0,1679.0,35.7,1200.0
1579.0,1345.0,21.8,1028.0
1508.0,1246.0,18.2,797.0
1535.0,1300.0,20.1,977.0
1395.0,1131.0,14.4,811.0
1392.0,1153.0,15.1,757.0
1326.0,1087.0,13.1,180.0
1297.0,1032.0,11.5,388.0
1331.0,1106.0,13.7,497.0
1288.0,1036.0,11.6,582.0
1322.0,1091.0,13.2,574.0
1390.0,1167.0,15.6,588.0
1443.0,1207.0,16.9,645.0
1496.0,1254.0,18.5,643.0
1439.0,1198.0,16.6,628.0
1432.0,1150.0,15.0,547.0
1398.0,1149.0,15.0,461.0
1380.0,1206.0,16.9,455.0
1022.0,857.0,7.0,244.0
973.0,806.0,5.9,202.0
951.0,862.0,7.1,256.0
987.0,925.0,8.6,310.0
1100.0,1057.0,12.2,391.0
1064.0,1072.0,12.6,444.0
1316.0,1327.0,21.1,794.0
1262.0,1208.0,16.9,716.0
1259.0,1152.0,15.1,565.0
1166.0,981.0,10.1,451.0
1066.0,880.0,7.5,313.0
1051.0,883.0,7.6,241.0
992.0,808.0,5.9,180.0
969.0,788.0,5.5,224.0
862.0,609.0,2.3,82.0
859.0,581.0,2.0,89.0
849.0,552.0,1.6,93.0
879.0,594.0,2.1,134.0
956.0,735.0,4.4,189.0
1039.0,828.0,6.4,292.0
1066.0,871.0,7.3,326.0
1124.0,927.0,8.7,397.0
1160.0,948.0,9.2,371.0
1110.0,896.0,7.9,305.0
1138.0,940.0,9.0,328.0
1095.0,857.0,7.0,281.0
1045.0,694.0,3.7,168.0
1078.0,727.0,4.3,183.0
1169.0,846.0,6.8,217.0
1174.0,926.0,8.7,245.0
1075.0,749.0,4.7,154.0
1044.0,685.0,3.5,141.0
1110.0,782.0,5.4,210.0
1086.0,733.0,4.4,140.0
1092.0,811.0,6.0,191.0
1127.0,884.0,7.6,248.0
881.0,578.0,1.9,180.0
831.0,498.0,1.0,50.0
791.0,459.0,0.6,43.0
836.0,520.0,1.2,86.0
907.0,644.0,2.9,152.0
1174.0,1018.0,11.1,341.0
1094.0,967.0,9.7,355.0
992.0,800.0,5.7,327.0
955.0,783.0,5.4,240.0
959.0,771.0,5.1,217.0
981.0,804.0,5.8,191.0
947.0,791.0,5.6,180.0
1023.0,898.0,8.0,256.0
1009.0,860.0,7.1,287.0
1007.0,884.0,7.6,278.0
1054.0,992.0,10.4,302.0
1018.0,934.0,8.9,259.0
976.0,870.0,7.3,221.0
872.0,689.0,3.6,142.0
805.0,559.0,1.7,93.0
800.0,541.0,1.5,71.0
785.0,504.0,1.0,66.0
757.0,459.0,0.6,49.0
751.0,424.0,0.4,29.0
766.0,412.0,0.3,180.0
759.0,399.0,0.2,19.0
758.0,388.0,0.2,20.0
761.0,383.0,0.1,39.0
762.0,434.0,0.4,77.0
869.0,646.0,2.9,180.0
938.0,785.0,5.4,243.0
951.0,769.0,5.1,236.0
892.0,702.0,3.8,297.0
876.0,703.0,3.9,235.0
872.0,686.0,3.6,186.0
893.0,722.0,4.2,196.0
879.0,687.0,3.6,167.0
896.0,689.0,3.6,211.0
909.0,706.0,3.9,194.0
958.0,758.0,4.9,206.0
984.0,803.0,5.8,211.0
991.0,814.0,6.1,197.0
881.0,638.0,2.8,139.0
853.0,616.0,2.4,113.0
804.0,546.0,1.5,81.0
788.0,514.0,1.1,63.0
788.0,487.0,0.9,55.0
763.0,428.0,0.4,31.0
771.0,410.0,0.3,180.0
747.0,390.0,0.2,20.0
744.0,383.0,0.1,17.0
774.0,441.0,0.5,42.0
800.0,492.0,0.9,90.0
896.0,668.0,3.3,227.0
913.0,733.0,4.4,250.0
871.0,638.0,2.8,219.0
872.0,662.0,3.2,211.0
858.0,634.0,2.7,189.0
876.0,683.0,3.5,180.0
900.0,751.0,4.8,197.0
864.0,678.0,3.4,198.0
902.0,721.0,4.2,203.0
916.0,720.0,4.2,188.0
1004.0,918.0,8.5,294.0
1024.0,945.0,9.2,302.0
1011.0,884.0,7.6,261.0
1006.0,822.0,6.2,232.0
913.0,645.0,2.9,154.0
905.0,620.0,2.5,120.0
872.0,628.0,2.6,117.0
843.0,597.0,2.2,108.0
863.0,622.0,2.5,97.0
791.0,480.0,0.8,180.0
769.0,412.0,0.3,28.0
778.0,417.0,0.3,27.0
801.0,470.0,0.7,81.0
827.0,533.0,1.4,129.0
1038.0,837.0,6.6,336.0
1040.0,917.0,8.4,335.0
980.0,790.0,5.5,318.0
912.0,683.0,3.5,201.0
887.0,649.0,3.0,166.0
922.0,716.0,4.1,192.0
928.0,748.0,4.7,198.0
921.0,736.0,4.5,198.0
905.0,747.0,4.7,223.0
906.0,769.0,5.1,224.0
981.0,886.0,7.7,266.0
1053.0,987.0,10.3,326.0
1086.0,1032.0,11.5,343.0
967.0,811.0,6.0,243.0
902.0,689.0,3.6,177.0
916.0,725.0,4.3,155.0
895.0,677.0,3.4,143.0
866.0,613.0,2.4,124.0
861.0,585.0,2.0,94.0
845.0,534.0,1.4,180.0
849.0,522.0,1.2,56.0
818.0,486.0,0.9,58.0
864.0,554.0,1.6,105.0
856.0,559.0,1.7,122.0
1024.0,823.0,6.2,274.0
1050.0,909.0,8.2,342.0
984.0,832.0,6.4,296.0
990.0,808.0,5.9,279.0
970.0,798.0,5.7,325.0
943.0,781.0,5.3,222.0
994.0,871.0,7.3,279.0
932.0,767.0,5.1,248.0
891.0,706.0,3.9,193.0
1063.0,909.0,8.2,256.0
1063.0,909.0,8.2,288.0
1063.0,909.0,8.2,300.0
1063.0,909.0,8.2,224.0
1063.0,909.0,8.2,219.0
1063.0,909.0,8.2,145.0
1063.0,909.0,8.2,115.0
1063.0,909.0,8.2,136.0
1063.0,909.0,8.2,107.0
793.0,480.0,0.8,70.0
790.0,455.0,0.6,180.0
776.0,445.0,0.5,37.0
766.0,448.0,0.5,33.0
774.0,458.0,0.6,43.0
801.0,494.0,0.9,73.0
847.0,586.0,2.0,125.0
874.0,641.0,2.8,154.0
879.0,642.0,2.8,140.0
888.0,652.0,3.0,150.0
873.0,610.0,2.4,139.0
877.0,618.0,2.5,135.0
893.0,653.0,3.0,152.0
866.0,602.0,2.2,121.0
873.0,629.0,2.6,122.0
911.0,676.0,3.4,167.0
908.0,653.0,3.0,165.0
907.0,657.0,3.1,190.0
925.0,678.0,3.4,176.0
920.0,649.0,2.9,196.0
865.0,561.0,1.7,103.0
867.0,553.0,1.6,91.0
900.0,604.0,2.3,119.0
901.0,599.0,2.2,147.0
863.0,560.0,1.7,101.0
884.0,599.0,2.2,180.0
873.0,565.0,1.8,102.0
806.0,459.0,0.6,55.0
801.0,454.0,0.6,51.0
790.0,431.0,0.4,53.0
805.0,465.0,0.7,74.0
843.0,520.0,1.2,113.0
849.0,537.0,1.4,107.0
872.0,583.0,2.0,101.0
890.0,585.0,2.0,129.0
874.0,552.0,1.6,126.0
863.0,553.0,1.6,132.0
840.0,566.0,1.8,101.0
845.0,569.0,1.8,128.0
888.0,625.0,2.6,170.0
845.0,582.0,2.0,174.0
880.0,641.0,2.8,215.0
917.0,708.0,3.9,248.0
927.0,715.0,4.1,247.0
868.0,615.0,2.4,154.0
932.0,685.0,3.5,186.0
971.0,741.0,4.6,231.0
891.0,650.0,3.0,174.0
806.0,495.0,1.0,68.0
787.0,446.0,0.5,180.0
791.0,435.0,0.4,39.0
787.0,415.0,0.3,39.0
814.0,449.0,0.6,54.0
844.0,538.0,1.4,158.0
1049.0,863.0,7.1,350.0
1201.0,1116.0,14.0,180.0
1293.0,1153.0,15.1,584.0
1121.0,1066.0,12.5,478.0
1112.0,1078.0,12.8,563.0
1060.0,1048.0,11.9,414.0
1056.0,1040.0,11.7,398.0
1131.0,1139.0,14.7,451.0
1162.0,1170.0,15.7,503.0
1283.0,1328.0,21.1,640.0
1414.0,1490.0,27.4,843.0
1486.0,1570.0,30.8,954.0
1523.0,1533.0,29.2,984.0
1283.0,1149.0,15.0,586.0
1109.0,863.0,7.1,360.0
1055.0,782.0,5.4,231.0
1038.0,756.0,4.8,200.0
996.0,698.0,3.8,153.0
995.0,680.0,3.5,135.0
1000.0,670.0,3.3,180.0
1042.0,688.0,3.6,196.0
1042.0,701.0,3.8,208.0
1024.0,724.0,4.2,241.0
1147.0,886.0,7.7,417.0
1496.0,1298.0,20.0,896.0
1541.0,1353.0,22.1,966.0
1491.0,1215.0,17.2,878.0
1533.0,1334.0,21.4,985.0
1507.0,1292.0,19.8,1017.0
1451.0,1264.0,18.8,683.0
1432.0,1264.0,18.8,660.0
1408.0,1202.0,16.7,492.0
1377.0,1129.0,14.4,497.0
1454.0,1190.0,16.3,562.0
1268.0,1128.0,14.4,539.0
1259.0,1211.0,17.0,502.0
1261.0,1143.0,14.8,452.0
1133.0,971.0,9.8,357.0
1054.0,818.0,6.1,289.0
1055.0,783.0,5.4,221.0
1059.0,747.0,4.7,204.0
1063.0,769.0,5.1,183.0
1135.0,854.0,6.9,222.0
1126.0,869.0,7.3,180.0
1058.0,753.0,4.8,210.0
1040.0,688.0,3.6,185.0
1069.0,737.0,4.5,257.0
1042.0,771.0,5.2,297.0
1322.0,1151.0,15.1,573.0
1549.0,1485.0,27.3,883.0
1416.0,1285.0,19.6,824.0
1337.0,1143.0,14.8,693.0
1281.0,1132.0,14.5,714.0
1037.0,981.0,10.1,388.0
1028.0,983.0,10.1,337.0
984.0,913.0,8.3,326.0
1010.0,940.0,9.0,329.0
1113.0,1096.0,13.4,465.0
1253.0,1284.0,19.5,612.0
1400.0,1499.0,27.8,759.0
1470.0,1584.0,31.4,771.0
1281.0,1168.0,15.6,655.0
1084.0,855.0,7.0,332.0
1097.0,892.0,7.8,287.0
1032.0,791.0,5.6,242.0
1046.0,812.0,6.0,242.0
975.0,707.0,3.9,192.0
932.0,642.0,2.8,180.0
926.0,623.0,2.6,134.0
932.0,645.0,2.9,142.0
937.0,640.0,2.8,194.0
996.0,724.0,4.2,216.0
1382.0,1202.0,16.7,728.0
1544.0,1530.0,29.1,975.0
1429.0,1317.0,20.7,947.0
1312.0,1164.0,15.5,790.0
1205.0,989.0,10.3,551.0
1322.0,1110.0,13.8,565.0
1301.0,1074.0,12.7,532.0
1280.0,1030.0,11.4,459.0
1256.0,986.0,10.2,407.0
1358.0,1128.0,14.3,434.0
1713.0,1605.0,32.4,980.0
1655.0,1527.0,29.0,966.0
1444.0,1227.0,17.6,646.0
1314.0,1069.0,12.6,471.0
1368.0,1164.0,15.5,528.0
1195.0,943.0,9.1,378.0
1083.0,828.0,6.4,235.0
1055.0,771.0,5.1,217.0
973.0,672.0,3.3,141.0
1039.0,777.0,5.3,180.0
949.0,657.0,3.1,158.0
920.0,601.0,2.2,87.0
989.0,703.0,3.9,194.0
1100.0,854.0,6.9,401.0
1411.0,1288.0,19.7,887.0
1328.0,1300.0,20.1,654.0
1308.0,1189.0,16.3,566.0
1280.0,1127.0,14.3,649.0
1056.0,857.0,7.0,309.0
1019.0,825.0,6.3,229.0
1084.0,923.0,8.6,312.0
998.0,841.0,6.6,276.0
987.0,816.0,6.1,236.0
1079.0,932.0,8.8,312.0
1096.0,954.0,9.4,345.0
1146.0,1043.0,11.8,386.0
1125.0,1025.0,11.3,356.0
1130.0,968.0,9.7,467.0
1017.0,805.0,5.8,287.0
1017.0,776.0,5.3,239.0
1041.0,778.0,5.3,266.0
1034.0,769.0,5.1,261.0
1009.0,751.0,4.8,223.0
1105.0,828.0,6.4,180.0
1084.0,859.0,7.0,272.0
989.0,731.0,4.4,226.0
1047.0,792.0,5.6,250.0
1091.0,868.0,7.3,402.0
1263.0,1074.0,12.7,708.0
1165.0,1024.0,11.3,759.0
966.0,760.0,4.9,302.0
927.0,702.0,3.8,210.0
909.0,678.0,3.4,180.0
941.0,723.0,4.2,165.0
903.0,696.0,3.7,180.0
891.0,668.0,3.3,147.0
904.0,674.0,3.4,177.0
900.0,659.0,3.1,157.0
926.0,725.0,4.3,195.0
999.0,821.0,6.2,263.0
994.0,774.0,5.2,239.0
1010.0,801.0,5.8,267.0
938.0,685.0,3.5,214.0
983.0,760.0,4.9,236.0
963.0,749.0,4.7,251.0
962.0,756.0,4.9,255.0
980.0,761.0,5.0,235.0
914.0,644.0,2.9,180.0
898.0,624.0,2.6,129.0
854.0,572.0,1.8,95.0
838.0,531.0,1.3,95.0
831.0,543.0,1.5,100.0
833.0,526.0,1.3,110.0
870.0,582.0,2.0,149.0
984.0,727.0,4.3,197.0
1065.0,844.0,6.7,351.0
968.0,743.0,4.6,249.0
911.0,683.0,3.5,188.0
868.0,590.0,2.1,127.0
868.0,576.0,1.9,96.0
904.0,633.0,2.7,138.0
944.0,693.0,3.7,217.0
925.0,649.0,2.9,186.0
985.0,736.0,4.5,227.0
1002.0,780.0,5.3,252.0
938.0,692.0,3.7,193.0
896.0,627.0,2.6,158.0
907.0,614.0,2.4,150.0
902.0,613.0,2.4,130.0
885.0,582.0,2.0,104.0
863.0,545.0,1.5,86.0
861.0,518.0,1.2,180.0
852.0,482.0,0.8,67.0
879.0,495.0,1.0,75.0
900.0,525.0,1.3,97.0
963.0,615.0,2.4,177.0
1183.0,929.0,8.7,433.0
1161.0,996.0,10.5,471.0
1102.0,896.0,7.9,346.0
1029.0,835.0,6.5,262.0
973.0,797.0,5.7,221.0
981.0,820.0,6.2,265.0
960.0,784.0,5.4,219.0
973.0,761.0,4.9,235.0
968.0,765.0,5.0,227.0
1022.0,854.0,6.9,285.0
1067.0,879.0,7.5,291.0
1101.0,908.0,8.2,295.0
1081.0,885.0,7.7,243.0
988.0,738.0,4.5,209.0
932.0,630.0,2.7,147.0
923.0,602.0,2.3,117.0
915.0,589.0,2.1,105.0
879.0,534.0,1.4,84.0
852.0,479.0,0.8,51.0
844.0,453.0,0.6,180.0
878.0,496.0,1.0,54.0
910.0,524.0,1.3,74.0
918.0,551.0,1.6,114.0
991.0,653.0,3.0,228.0
1223.0,979.0,10.0,455.0
1277.0,1153.0,15.1,493.0
1114.0,922.0,8.6,410.0
1088.0,853.0,6.9,277.0
1064.0,881.0,7.6,340.0
1047.0,854.0,6.9,238.0
1075.0,920.0,8.5,323.0
973.0,777.0,5.3,286.0
942.0,733.0,4.4,271.0
1063.0,909.0,8.2,276.0
1063.0,909.0,8.2,295.0
1063.0,909.0,8.2,340.0
1063.0,909.0,8.2,275.0
1063.0,909.0,8.2,293.0
1063.0,909.0,8.2,157.0
1063.0,909.0,8.2,133.0
1063.0,909.0,8.2,120.0
1063.0,909.0,8.2,122.0
1063.0,909.0,8.2,80.0
1063.0,909.0,8.2,180.0
1063.0,909.0,8.2,88.0
1063.0,909.0,8.2,109.0
1063.0,909.0,8.2,120.0
1063.0,909.0,8.2,233.0
1063.0,909.0,8.2,394.0
1063.0,909.0,8.2,424.0
1063.0,909.0,8.2,446.0
1063.0,909.0,8.2,266.0
1063.0,909.0,8.2,261.0
1063.0,909.0,8.2,220.0
1063.0,909.0,8.2,241.0
1063.0,909.0,8.2,208.0
1063.0,909.0,8.2,215.0
1063.0,909.0,8.2,257.0
1063.0,909.0,8.2,355.0
1063.0,909.0,8.2,415.0
1063.0,909.0,8.2,349.0
1063.0,909.0,8.2,254.0
1063.0,909.0,8.2,228.0
1063.0,909.0,8.2,156.0
1063.0,909.0,8.2,161.0
1063.0,909.0,8.2,123.0
1063.0,909.0,8.2,108.0
1063.0,909.0,8.2,180.0
1063.0,909.0,8.2,95.0
1063.0,909.0,8.2,102.0
1063.0,909.0,8.2,178.0
1063.0,909.0,8.2,214.0
1063.0,909.0,8.2,492.0
1063.0,909.0,8.2,540.0
1063.0,909.0,8.2,604.0
1063.0,909.0,8.2,646.0
1063.0,909.0,8.2,418.0
1063.0,909.0,8.2,250.0
1063.0,909.0,8.2,226.0
1063.0,909.0,8.2,271.0
1063.0,909.0,8.2,288.0
1063.0,909.0,8.2,299.0
1063.0,909.0,8.2,534.0
1063.0,909.0,8.2,687.0
1063.0,909.0,8.2,1028.0
1063.0,909.0,8.2,605.0
1063.0,909.0,8.2,345.0
1063.0,909.0,8.2,255.0
1063.0,909.0,8.2,211.0
1063.0,909.0,8.2,190.0
1063.0,909.0,8.2,149.0
1063.0,909.0,8.2,180.0
1063.0,909.0,8.2,107.0
1063.0,909.0,8.2,98.0
1063.0,909.0,8.2,183.0
1063.0,909.0,8.2,224.0
1063.0,909.0,8.2,589.0
1063.0,909.0,8.2,700.0
1063.0,909.0,8.2,747.0
1063.0,909.0,8.2,746.0
1063.0,909.0,8.2,702.0
1063.0,909.0,8.2,723.0
1063.0,909.0,8.2,872.0
1063.0,909.0,8.2,1054.0
1063.0,909.0,8.2,1218.0
1063.0,909.0,8.2,1227.0
1063.0,909.0,8.2,1061.0
1063.0,909.0,8.2,1075.0
1063.0,909.0,8.2,641.0
1521.0,1203.0,16.8,490.0
1428.0,1085.0,13.0,550.0
1463.0,1069.0,12.6,422.0
1494.0,1124.0,14.2,541.0
1462.0,1080.0,12.9,599.0
1326.0,967.0,9.7,490.0
1185.0,807.0,5.9,180.0
1154.0,788.0,5.5,223.0
1175.0,839.0,6.6,214.0
1203.0,870.0,7.3,274.0
1250.0,933.0,8.8,338.0
1321.0,1046.0,11.9,496.0
1323.0,1049.0,12.0,433.0
1381.0,1045.0,11.9,496.0
1480.0,1186.0,16.2,615.0
1485.0,1229.0,17.6,551.0
1522.0,1229.0,17.6,575.0
1570.0,1224.0,17.5,575.0
1507.0,1170.0,15.7,574.0
1540.0,1202.0,16.7,582.0
1556.0,1214.0,17.1,658.0
1707.0,1378.0,23.0,851.0
1766.0,1419.0,24.6,903.0
1846.0,1474.0,26.8,952.0
1795.0,1382.0,23.2,894.0
1755.0,1352.0,22.0,839.0
1738.0,1309.0,20.4,743.0
1712.0,1239.0,18.0,671.0
1751.0,1255.0,18.5,689.0
1574.0,1093.0,13.3,478.0
1458.0,1024.0,11.3,180.0
1515.0,1066.0,12.5,345.0
1491.0,1031.0,11.5,373.0
1453.0,1012.0,10.9,324.0
1443.0,1003.0,10.7,341.0
1473.0,1047.0,11.9,424.0
1548.0,1097.0,13.4,522.0
1586.0,1084.0,13.0,492.0
1488.0,1023.0,11.2,492.0
1220.0,787.0,5.5,204.0
1198.0,758.0,4.9,142.0
1168.0,836.0,6.5,118.0
1149.0,917.0,8.4,126.0
1052.0,734.0,4.4,115.0
1053.0,727.0,4.3,137.0
1238.0,1037.0,11.6,212.0
1188.0,939.0,9.0,354.0
1150.0,891.0,7.8,331.0
984.0,694.0,3.7,141.0
1111.0,777.0,5.3,228.0
1131.0,793.0,5.6,228.0
1115.0,778.0,5.3,203.0
1133.0,811.0,6.0,215.0
1024.0,709.0,4.0,142.0
968.0,639.0,2.8,180.0
923.0,567.0,1.8,66.0
902.0,548.0,1.5,54.0
995.0,646.0,2.9,121.0
858.0,597.0,2.2,141.0
1233.0,1030.0,11.4,388.0
1140.0,958.0,9.5,366.0
1096.0,1036.0,11.6,254.0
1295.0,1639.0,33.9,164.0
926.0,882.0,7.6,142.0
970.0,857.0,7.0,162.0
960.0,853.0,6.9,177.0
941.0,800.0,5.8,157.0
921.0,771.0,5.2,162.0
940.0,829.0,6.4,209.0
1036.0,1046.0,11.9,304.0
1102.0,1221.0,17.4,484.0
1035.0,1141.0,14.7,399.0
990.0,978.0,10.0,390.0
950.0,839.0,6.6,287.0
988.0,839.0,6.6,202.0
884.0,658.0,3.1,126.0
840.0,597.0,2.2,87.0
814.0,526.0,1.3,59.0
821.0,509.0,1.1,180.0
802.0,440.0,0.5,31.0
805.0,437.0,0.5,28.0
850.0,529.0,1.3,64.0
913.0,619.0,2.5,123.0
1047.0,844.0,6.7,363.0
1055.0,899.0,8.0,416.0
974.0,778.0,5.3,286.0
863.0,669.0,3.3,198.0
889.0,734.0,4.4,216.0
906.0,790.0,5.5,211.0
874.0,751.0,4.8,199.0
849.0,680.0,3.5,161.0
923.0,761.0,4.9,218.0
962.0,841.0,6.6,252.0
1067.0,1059.0,12.3,337.0
1125.0,1121.0,14.1,357.0
1149.0,1124.0,14.2,410.0
1155.0,1034.0,11.6,445.0
1065.0,908.0,8.2,314.0
1145.0,946.0,9.2,366.0
1134.0,912.0,8.3,336.0
1195.0,1004.0,10.7,387.0
1141.0,898.0,8.0,320.0
1077.0,806.0,5.9,180.0
1052.0,740.0,4.5,237.0
1033.0,701.0,3.8,224.0
1080.0,768.0,5.1,237.0
1208.0,931.0,8.8,454.0
1363.0,1183.0,16.1,854.0
1239.0,1096.0,13.4,758.0
1044.0,940.0,9.0,428.0
956.0,761.0,5.0,205.0
955.0,725.0,4.3,205.0
997.0,825.0,6.3,226.0
987.0,810.0,6.0,199.0
1007.0,798.0,5.7,253.0
1025.0,795.0,5.6,259.0
1083.0,856.0,7.0,252.0
1143.0,960.0,9.5,313.0
1288.0,1178.0,15.9,433.0
1464.0,1421.0,24.7,611.0
1341.0,1204.0,16.8,626.0
1177.0,1004.0,10.7,408.0
1089.0,913.0,8.3,357.0
1196.0,1014.0,11.0,375.0
1107.0,874.0,7.4,326.0
1102.0,897.0,7.9,326.0
993.0,688.0,3.6,180.0
912.0,559.0,1.7,72.0
883.0,496.0,1.0,49.0
893.0,507.0,1.1,59.0
1033.0,711.0,4.0,220.0
1222.0,966.0,9.7,602.0
1190.0,1000.0,10.6,485.0
1035.0,783.0,5.4,295.0
990.0,705.0,3.9,217.0
1011.0,732.0,4.4,236.0
1041.0,763.0,5.0,196.0
1086.0,850.0,6.8,233.0
1021.0,755.0,4.8,207.0
1014.0,761.0,5.0,198.0
1023.0,771.0,5.2,212.0
1172.0,977.0,10.0,280.0
1172.0,1017.0,11.1,315.0
1219.0,1081.0,12.9,378.0
1106.0,891.0,7.8,320.0
1078.0,824.0,6.3,265.0
939.0,637.0,2.8,129.0
975.0,670.0,3.3,129.0
958.0,660.0,3.1,172.0
921.0,594.0,2.1,100.0
931.0,580.0,1.9,180.0
874.0,472.0,0.7,49.0
872.0,476.0,0.8,36.0
904.0,530.0,1.3,79.0
951.0,568.0,1.8,128.0
1183.0,896.0,7.9,456.0
1187.0,970.0,9.8,477.0
1072.0,874.0,7.4,342.0
1011.0,780.0,5.3,254.0
997.0,752.0,4.8,231.0
989.0,791.0,5.6,213.0
1006.0,837.0,6.6,208.0
1016.0,845.0,6.7,270.0
1069.0,918.0,8.4,276.0
1109.0,989.0,10.3,375.0
1182.0,1071.0,12.6,395.0
1253.0,1179.0,16.0,421.0
1288.0,1228.0,17.6,632.0
1153.0,981.0,10.1,424.0
1161.0,969.0,9.8,369.0
1271.0,1031.0,11.5,484.0
1156.0,909.0,8.2,456.0
1106.0,850.0,6.8,373.0
1008.0,726.0,4.3,228.0
966.0,703.0,3.9,180.0
931.0,627.0,2.6,117.0
922.0,611.0,2.4,108.0
911.0,606.0,2.3,126.0
993.0,736.0,4.5,235.0
1100.0,919.0,8.5,339.0
1141.0,940.0,9.0,399.0
1085.0,800.0,5.7,346.0
1153.0,853.0,6.9,407.0
1122.0,831.0,6.4,393.0
992.0,685.0,3.5,166.0
1018.0,693.0,3.7,157.0
981.0,649.0,2.9,141.0
988.0,679.0,3.4,144.0
1059.0,777.0,5.3,191.0
1110.0,870.0,7.3,255.0
1204.0,979.0,10.0,379.0
1275.0,1061.0,12.3,427.0
1297.0,1044.0,11.8,509.0
1277.0,991.0,10.4,459.0
1207.0,888.0,7.7,293.0
1222.0,880.0,7.5,269.0
1141.0,816.0,6.1,244.0
1228.0,913.0,8.3,293.0
1120.0,770.0,5.1,180.0
1067.0,758.0,4.9,177.0
947.0,580.0,1.9,81.0
